Record_ID,DateKey,GeographyKey,DisasterTypeKey,Compound_Event,Disaster_Duration_Days,Disaster_Magnitude,Hazard_Severity,Number_of_Deaths,Number_of_Injuries,Number_of_People_Affected,Displacement_Count,Houses_Damaged,Infrastructure_Damage_Score,Crop_Loss_Percentage,Economic_Loss_Million
REC_2020_05_D_078,20200501,78,2,0,5,3.58,3.32,0,14,73776,16357,4056,0.0,0.0,384.0063
REC_2020_05_D_081,20200501,81,8,0,19,11.25,10.0,5,55,81425,20125,4673,43.24,44.98,582.4766
REC_2020_05_D_083,20200501,83,7,1,22,9.99,10.0,29,70,273898,99041,17089,65.57,0.0,1034.9327
REC_2020_05_D_084,20200501,84,7,0,14,5.75,6.29,0,14,24181,8978,1428,46.29,0.0,273.0366
REC_2020_05_D_085,20200501,85,7,0,20,8.93,10.0,12,122,233444,72059,14059,59.55,0.0,933.964
REC_2020_05_D_089,20200501,89,7,0,22,8.53,10.0,9,81,127673,39966,6946,62.66,0.0,1158.9622
REC_2020_05_D_091,20200501,91,8,1,21,9.23,10.0,44,283,447415,129947,24722,55.41,29.49,155.021
REC_2020_05_D_092,20200501,92,8,0,20,9.58,10.0,12,45,207550,59409,10450,55.16,56.79,254.3988
REC_2020_06_D_005,20200601,5,7,0,8,2.6,2.97,0,3,45472,12299,1805,15.37,0.0,108.4129
REC_2020_06_D_010,20200601,10,7,1,19,12.81,10.0,3,21,81043,28517,6280,69.12,0.0,1714.6751
REC_2020_06_D_011,20200601,11,7,0,14,5.29,6.0,0,3,36349,8749,1644,18.87,0.0,141.0195
REC_2020_06_D_018,20200601,18,7,0,22,10.04,10.0,11,48,99291,31737,7901,52.6,0.0,224.4605
REC_2020_06_D_022,20200601,22,2,0,7,4.67,4.6,0,8,51221,12979,2107,31.02,0.0,632.9817
REC_2020_06_D_028,20200601,28,7,1,19,10.63,10.0,5,21,105045,28815,5983,57.66,0.0,1645.6626
REC_2020_06_D_031,20200601,31,7,0,20,11.57,10.0,5,35,92355,29971,5855,56.91,0.0,591.1504
REC_2020_06_D_036,20200601,36,7,0,19,9.81,10.0,4,33,66479,13503,3320,39.41,0.0,70.3327
REC_2020_06_D_040,20200601,40,7,0,22,12.72,10.0,13,111,248974,56208,12286,46.74,0.0,1337.048
REC_2020_06_D_041,20200601,41,7,0,18,10.1,10.0,7,48,162807,53524,12453,70.84,0.0,1173.4032
REC_2020_06_D_044,20200601,44,2,0,8,4.61,3.85,0,2,50952,9383,1563,15.57,0.0,137.8285
REC_2020_06_D_048,20200601,48,7,0,19,10.92,10.0,28,288,121147,31192,5053,44.47,0.0,1835.7957
REC_2020_06_D_052,20200601,52,2,0,8,3.7,3.86,0,7,94539,31148,5373,17.58,0.0,122.3088
REC_2020_06_D_059,20200601,59,7,0,11,6.71,5.29,0,9,13415,3626,892,24.79,0.0,408.0443
REC_2020_06_D_063,20200601,63,7,1,21,10.08,10.0,4,34,106377,37465,9209,70.83,0.0,146.6675
REC_2020_06_D_064,20200601,64,7,0,21,12.21,10.0,15,47,231797,63336,15304,52.6,0.0,176.0761
REC_2020_06_D_066,20200601,66,2,0,9,3.75,3.52,0,3,28401,7650,1307,21.91,0.0,232.4518
REC_2020_06_D_068,20200601,68,7,0,15,8.24,6.71,0,10,131382,45195,11595,46.25,0.0,277.8814
REC_2020_06_D_071,20200601,71,7,0,20,9.84,9.03,8,57,195047,48675,9499,45.48,0.0,1238.6156
REC_2020_06_D_072,20200601,72,2,0,12,5.0,5.02,0,2,112783,32499,5177,18.82,0.0,74.2271
REC_2020_06_D_083,20200601,83,7,0,19,10.53,10.0,32,160,273501,98897,24593,63.09,0.0,1272.3586
REC_2020_06_D_089,20200601,89,7,0,20,8.41,10.0,6,57,129916,40668,9147,64.16,0.0,248.687
REC_2020_06_D_091,20200601,91,7,0,19,11.9,10.0,21,147,171888,49923,10278,55.27,0.0,213.4884
REC_2020_07_D_012,20200701,12,3,0,8,3.01,3.67,0,10,54887,17757,4504,23.88,0.0,160.3619
REC_2020_07_D_031,20200701,31,2,0,4,2.72,3.06,0,3,159762,51845,9890,10.85,0.0,51.3656
REC_2020_07_D_043,20200701,43,2,0,2,1.98,1.68,0,8,11037,2719,538,6.09,0.0,450.1272
REC_2020_07_D_046,20200701,46,3,0,5,2.54,2.15,0,14,91449,21581,3686,10.5,0.0,171.942
REC_2020_07_D_082,20200701,82,2,0,9,3.5,3.27,0,11,78166,17409,2475,15.21,0.0,695.5159
REC_2020_08_D_051,20200801,51,6,1,18,9.42,10.0,2,18,81809,18757,2732,37.05,0.0,655.5107
REC_2020_08_D_054,20200801,54,2,0,6,2.38,2.12,0,10,178923,53297,7349,15.74,0.0,52.0248
REC_2020_08_D_057,20200801,57,2,0,6,2.3,1.85,1,9,95029,24680,5785,6.14,0.0,151.2906
REC_2020_08_D_091,20200801,91,2,0,5,3.68,3.3,0,9,203359,59063,12041,15.18,0.0,132.1935
REC_2020_09_D_001,20200901,1,2,0,12,5.71,5.8,0,3,53183,17409,4366,35.47,0.0,525.2732
REC_2020_09_D_015,20200901,15,2,0,3,2.49,2.08,0,1,68524,20957,3569,9.92,0.0,116.8133
REC_2020_09_D_022,20200901,22,2,0,5,2.2,1.86,0,6,24947,6321,1306,5.9,0.0,162.191
REC_2020_09_D_026,20200901,26,2,0,7,3.24,3.79,0,11,202490,61022,9130,20.03,0.0,184.6108
REC_2020_09_D_033,20200901,33,3,0,6,2.19,1.85,0,1,131464,37956,7866,7.5,0.0,41.6537
REC_2020_09_D_049,20200901,49,3,0,5,2.08,2.33,1,11,23445,6066,1320,10.8,0.0,132.6792
REC_2020_09_D_092,20200901,92,2,0,10,5.66,4.48,1,15,113969,32622,4527,14.85,0.0,355.6558
REC_2020_10_D_001,20201001,1,8,0,20,8.2,10.0,3,26,79978,26181,5688,54.94,39.76,41.1982
REC_2020_10_D_002,20201001,2,8,1,21,9.3,10.0,11,55,241055,54526,7528,38.29,28.85,691.9812
REC_2020_10_D_003,20201001,3,8,0,12,5.7,6.29,1,18,218390,62459,9992,36.02,26.09,229.4653
REC_2020_10_D_006,20201001,6,2,0,4,2.09,1.81,0,6,104067,36714,8829,17.22,0.0,31.3515
REC_2020_10_D_011,20201001,11,8,1,20,12.89,10.0,18,118,312957,75335,10172,44.01,25.79,470.3138
REC_2020_10_D_012,20201001,12,8,0,22,8.68,10.0,11,51,119413,38632,10072,67.35,16.67,1397.653
REC_2020_10_D_013,20201001,13,8,0,15,6.37,7.18,2,22,194662,48657,9698,30.32,19.53,148.0057
REC_2020_10_D_018,20201001,18,3,0,10,5.58,4.73,2,11,229848,73468,12075,30.76,0.0,594.6872
REC_2020_10_D_019,20201001,19,3,0,8,2.65,3.04,0,13,123982,37244,9170,13.0,0.0,92.5405
REC_2020_10_D_021,20201001,21,8,1,19,10.1,10.0,21,213,306674,57188,8581,33.49,37.12,1596.4879
REC_2020_10_D_031,20201001,31,8,0,20,12.38,10.0,26,116,384080,124641,27579,66.01,46.04,55.4452
REC_2020_10_D_033,20201001,33,8,0,12,7.36,5.95,0,10,261463,75489,15505,33.97,21.74,555.4815
REC_2020_10_D_034,20201001,34,2,0,6,3.91,3.2,0,9,117381,30852,6522,7.2,0.0,35.1254
REC_2020_10_D_041,20201001,41,8,0,20,9.98,10.0,36,89,372504,122464,22171,57.31,55.88,115.718
REC_2020_10_D_043,20201001,43,8,0,13,5.94,6.57,0,12,29007,7147,1716,23.57,43.68,1200.3315
REC_2020_10_D_044,20201001,44,8,0,11,5.64,4.39,1,16,56327,10373,1785,18.9,20.61,14.9864
REC_2020_10_D_049,20201001,49,2,0,4,3.4,2.64,0,6,25253,6534,972,13.56,0.0,441.5912
REC_2020_10_D_051,20201001,51,8,0,21,10.85,10.0,11,38,209743,48089,7412,40.64,26.77,858.0555
REC_2020_10_D_061,20201001,61,8,1,21,12.68,10.0,7,62,203526,48406,8098,33.12,26.74,1934.1775
REC_2020_10_D_063,20201001,63,8,0,10,5.5,5.85,4,46,263371,92759,13963,39.26,30.49,187.9418
REC_2020_10_D_072,20201001,72,8,0,22,12.09,10.0,5,51,191758,55256,7994,44.56,54.79,37.6287
REC_2020_10_D_073,20201001,73,8,0,13,6.64,6.47,4,40,290255,94483,24189,34.17,33.37,467.5346
REC_2020_10_D_075,20201001,75,2,0,3,1.6,1.85,0,14,29159,6252,1051,9.35,0.0,18.8201
REC_2020_10_D_076,20201001,76,2,0,4,1.51,1.53,0,3,81330,22948,5780,7.63,0.0,196.3876
REC_2020_10_D_082,20201001,82,8,1,21,11.94,10.0,12,55,201866,44959,9652,44.87,14.96,1765.9306
REC_2020_10_D_083,20201001,83,8,0,14,7.72,6.24,4,44,276805,100092,14840,48.3,31.23,266.6725
REC_2020_10_D_091,20201001,91,8,0,18,11.41,10.0,40,357,439157,127548,19868,47.5,32.46,2038.9471
REC_2020_10_D_092,20201001,92,8,1,22,10.72,10.0,23,213,204533,58545,10045,47.59,46.77,159.5137
REC_2020_11_D_001,20201101,1,8,0,22,12.9,10.0,4,44,78137,25578,4454,60.41,36.78,2624.061
REC_2020_11_D_002,20201101,2,8,0,22,12.59,10.0,9,46,245417,55513,9499,38.09,37.58,492.4282
REC_2020_11_D_003,20201101,3,6,0,12,7.35,6.44,0,13,99545,28469,5011,32.12,0.0,289.7784
REC_2020_11_D_004,20201101,4,8,1,11,6.04,5.53,7,56,279845,81457,14783,33.38,21.07,221.7698
REC_2020_11_D_011,20201101,11,8,0,19,8.96,10.0,14,47,310180,74666,18402,42.62,16.82,277.129
REC_2020_11_D_012,20201101,12,8,1,20,12.87,10.0,8,80,120043,38836,8372,63.49,13.0,792.3997
REC_2020_11_D_014,20201101,14,8,0,10,3.3,4.13,0,2,151604,38652,9003,14.71,8.96,313.3977
REC_2020_11_D_015,20201101,15,2,0,6,3.7,3.3,2,26,90837,27781,6372,11.21,0.0,455.6703
REC_2020_11_D_021,20201101,21,8,1,22,12.31,10.0,12,80,305213,56916,12458,30.07,28.3,607.6782
REC_2020_11_D_022,20201101,22,8,1,21,9.86,10.0,3,25,102109,25874,5600,51.33,44.8,1794.7241
REC_2020_11_D_023,20201101,23,8,0,17,10.18,8.34,5,17,279871,87700,14821,44.94,16.2,663.087
REC_2020_11_D_025,20201101,25,6,1,19,10.38,10.0,22,76,312437,114126,20460,68.64,0.0,409.6909
REC_2020_11_D_026,20201101,26,8,0,4,2.28,1.81,0,12,138454,41724,9806,13.11,10.19,134.7154
REC_2020_11_D_031,20201101,31,8,0,18,9.38,10.0,33,202,389799,126497,30472,62.62,39.9,345.0548
REC_2020_11_D_032,20201101,32,8,0,20,12.7,10.0,2,17,106486,23627,5565,39.44,29.17,457.1239
REC_2020_11_D_040,20201101,40,6,0,19,10.95,10.0,22,211,251654,56813,14608,39.02,0.0,550.5465
REC_2020_11_D_041,20201101,41,8,0,19,8.23,10.0,21,128,360515,118522,21323,65.61,58.6,927.564
REC_2020_11_D_051,20201101,51,8,1,21,10.88,10.0,10,49,208516,47808,12650,39.08,18.45,554.4832
REC_2020_11_D_052,20201101,52,8,0,20,8.39,10.0,30,115,199817,65835,17227,69.35,34.78,345.5439
REC_2020_11_D_053,20201101,53,8,0,18,8.33,7.95,7,59,274941,79512,17772,37.96,14.45,1114.2308
REC_2020_11_D_055,20201101,55,8,0,6,3.22,2.51,1,8,65789,19928,3532,9.53,13.37,479.9066
REC_2020_11_D_061,20201101,61,8,0,19,9.87,10.0,6,44,200146,47602,12245,41.8,32.21,296.5445
REC_2020_11_D_062,20201101,62,8,1,18,12.57,10.0,54,309,341022,88106,11920,50.63,27.99,71.5629
REC_2020_11_D_071,20201101,71,8,0,22,12.49,10.0,28,162,346830,86554,22722,37.82,44.47,746.6813
REC_2020_11_D_072,20201101,72,8,1,19,9.53,10.0,8,50,191097,55066,12314,46.12,41.07,292.007
REC_2020_11_D_081,20201101,81,8,1,18,10.86,10.0,7,39,81860,20232,3698,46.23,39.27,249.2424
REC_2020_11_D_082,20201101,82,8,0,22,12.5,10.0,21,88,205820,45840,10360,42.82,13.87,928.9033
REC_2020_11_D_083,20201101,83,8,0,20,12.25,9.75,36,308,386063,139600,20084,67.91,50.2,766.5879
REC_2020_11_D_091,20201101,91,8,1,22,12.46,10.0,35,97,438247,127284,28979,56.33,30.94,349.2858
REC_2020_11_D_092,20201101,92,8,0,20,12.34,10.0,16,72,208129,59574,9319,55.78,34.79,409.8669
REC_2020_12_D_025,20201201,25,3,0,8,3.6,3.18,1,17,214821,78469,13037,23.68,0.0,553.7426
REC_2020_12_D_031,20201201,31,2,0,11,6.57,5.28,0,11,237966,77224,11375,33.07,0.0,284.4158
REC_2020_12_D_045,20201201,45,6,0,22,10.98,9.88,5,15,72551,24165,4860,59.38,0.0,929.5036
REC_2020_12_D_082,20201201,82,2,0,17,10.46,8.1,5,59,170917,38066,8938,34.58,0.0,596.9885
REC_2020_12_D_091,20201201,91,2,0,9,6.03,5.6,2,25,285131,82813,13820,34.95,0.0,37.4961
REC_2021_01_D_002,20210101,2,2,0,6,2.87,3.15,0,14,91009,20586,4969,15.84,0.0,142.963
REC_2021_01_D_023,20210101,23,2,0,8,3.85,4.14,0,13,172387,54019,14275,20.13,0.0,746.339
REC_2021_01_D_031,20210101,31,2,0,9,5.19,5.57,0,11,243912,79154,15425,31.4,0.0,61.5882
REC_2021_01_D_041,20210101,41,2,0,10,4.84,5.6,2,19,238102,78278,20725,38.9,0.0,1202.55
REC_2021_01_D_054,20210101,54,2,0,10,5.48,4.31,0,10,265554,79103,20587,17.98,0.0,80.7999
REC_2021_02_D_040,20210201,40,3,0,8,3.86,4.24,0,10,156469,35324,8043,20.44,0.0,2002.4589
REC_2021_03_D_003,20210301,3,2,0,14,6.22,5.96,0,7,206122,58950,7986,41.26,0.0,125.9757
REC_2021_03_D_043,20210301,43,2,0,7,4.57,3.64,0,8,17763,4376,677,5.15,0.0,246.9129
REC_2021_03_D_057,20210301,57,6,0,20,12.59,10.0,11,42,183335,47615,11539,40.75,0.0,92.311
REC_2021_03_D_096,20210301,96,6,0,18,10.01,10.0,6,28,141466,45167,6689,49.68,0.0,437.0135
REC_2021_04_D_007,20210401,7,7,0,12,7.41,6.3,0,12,18685,6301,1096,42.92,0.0,146.152
REC_2021_04_D_014,20210401,14,7,0,21,11.72,10.0,8,67,181769,46343,6794,50.09,0.0,585.72
REC_2021_04_D_017,20210401,17,3,0,2,2.27,2.16,0,6,20073,5630,972,12.6,0.0,114.3452
REC_2021_04_D_018,20210401,18,7,0,20,10.76,10.0,14,55,99020,31650,7709,54.96,0.0,138.9117
REC_2021_04_D_029,20210401,29,7,0,20,11.58,10.0,8,86,168847,40415,5627,42.97,0.0,583.2946
REC_2021_04_D_030,20210401,30,7,1,19,9.36,10.0,9,64,44845,10857,1814,42.36,0.0,685.6919
REC_2021_04_D_031,20210401,31,7,1,20,8.87,10.0,5,47,91434,29672,5203,57.52,0.0,1045.2287
REC_2021_04_D_036,20210401,36,7,1,18,10.74,10.0,7,22,66422,13491,3218,38.2,0.0,197.7842
REC_2021_04_D_038,20210401,38,7,0,18,8.82,8.59,0,2,33927,7976,1493,42.3,0.0,350.0915
REC_2021_04_D_056,20210401,56,7,0,22,11.03,10.0,5,37,143480,29304,5306,45.37,0.0,1003.624
REC_2021_04_D_068,20210401,68,7,0,18,9.81,10.0,20,172,172277,59263,12138,56.9,0.0,455.4519
REC_2021_04_D_069,20210401,69,7,0,20,9.34,10.0,1,15,17400,4398,816,52.55,0.0,1615.841
REC_2021_04_D_071,20210401,71,7,0,22,10.38,10.0,16,147,212116,52935,13259,53.96,0.0,262.3264
REC_2021_04_D_073,20210401,73,7,0,11,6.7,6.83,1,8,36832,11989,2914,42.35,0.0,417.684
REC_2021_04_D_075,20210401,75,7,0,7,3.8,4.04,1,16,25469,5461,1079,12.9,0.0,418.8179
REC_2021_04_D_076,20210401,76,7,1,20,11.48,10.0,14,144,182688,51547,11666,54.74,0.0,318.2915
REC_2021_04_D_081,20210401,81,7,0,19,11.4,10.0,4,22,67943,16792,2353,51.79,0.0,1494.4364
REC_2021_04_D_085,20210401,85,7,0,20,11.73,10.0,16,76,232963,71911,11006,57.39,0.0,466.1751
REC_2021_04_D_088,20210401,88,7,0,20,10.84,9.61,12,72,227058,58135,9631,49.42,0.0,1220.1023
REC_2021_04_D_091,20210401,91,7,0,16,6.78,8.28,3,39,147500,42839,6125,35.39,0.0,637.3936
REC_2021_04_D_094,20210401,94,7,0,19,11.36,10.0,0,6,85038,22402,3520,44.47,0.0,775.0106
REC_2021_05_D_006,20210501,6,7,0,21,11.55,10.0,17,87,216812,76491,14858,78.7,0.0,705.8847
REC_2021_05_D_011,20210501,11,8,0,22,9.52,10.0,20,152,319221,76842,19347,40.08,21.85,369.1878
REC_2021_05_D_012,20210501,12,8,1,19,11.2,9.18,4,29,112371,36354,7449,54.4,12.96,511.1214
REC_2021_05_D_013,20210501,13,2,0,2,1.77,2.07,0,5,81340,20331,3965,22.33,0.0,83.5805
REC_2021_05_D_018,20210501,18,7,0,14,4.75,5.81,0,11,67182,21474,3014,30.76,0.0,670.2408
REC_2021_05_D_021,20210501,21,8,1,19,10.53,10.0,19,52,305092,56893,9157,29.65,23.97,216.6023
REC_2021_05_D_022,20210501,22,8,0,20,9.0,8.93,2,15,91877,23281,5154,39.11,42.22,2229.0523
REC_2021_05_D_023,20210501,23,7,0,4,1.51,1.8,0,9,63383,19861,4275,10.04,0.0,52.4772
REC_2021_05_D_025,20210501,25,7,0,16,9.57,8.73,9,54,287883,105157,26756,55.94,0.0,567.4256
REC_2021_05_D_029,20210501,29,7,0,13,9.2,7.63,2,16,131604,31500,6531,37.67,0.0,473.0158
REC_2021_05_D_030,20210501,30,7,1,19,10.54,10.0,16,107,43822,10610,2753,40.2,0.0,337.8627
REC_2021_05_D_031,20210501,31,7,1,19,12.61,10.0,4,21,92300,29953,5945,72.24,0.0,134.6056
REC_2021_05_D_032,20210501,32,7,1,21,12.39,10.0,2,18,36551,8109,1517,45.93,0.0,460.8763
REC_2021_05_D_034,20210501,34,8,0,11,4.65,4.67,1,15,157720,41455,6911,27.21,20.81,72.4362
REC_2021_05_D_036,20210501,36,7,0,19,8.06,10.0,2,25,68063,13824,3580,30.02,0.0,477.8385
REC_2021_05_D_041,20210501,41,8,1,18,9.36,10.0,20,177,367686,120880,19345,60.82,60.38,1115.1885
REC_2021_05_D_044,20210501,44,2,0,8,3.29,3.58,1,17,47459,8740,1523,13.43,0.0,180.5344
REC_2021_05_D_051,20210501,51,8,0,20,9.04,10.0,8,40,211528,48499,9098,39.64,22.97,979.7524
REC_2021_05_D_052,20210501,52,8,0,22,12.55,10.0,24,247,196585,64770,16085,64.58,37.25,1529.1117
REC_2021_05_D_053,20210501,53,7,0,19,8.67,10.0,7,57,151235,43737,11337,59.68,0.0,1210.7526
REC_2021_05_D_056,20210501,56,7,0,21,11.3,9.55,6,63,137575,28098,4804,32.78,0.0,478.9845
REC_2021_05_D_060,20210501,60,7,0,17,7.59,7.18,3,25,114895,32841,6200,44.34,0.0,344.5539
REC_2021_05_D_061,20210501,61,8,1,19,10.85,10.0,7,63,205764,48938,11791,36.41,30.95,384.5121
REC_2021_05_D_062,20210501,62,8,1,19,12.99,10.0,46,446,347146,89688,21705,49.14,21.23,458.5466
REC_2021_05_D_063,20210501,63,8,0,12,5.31,6.11,0,5,268971,94731,19724,44.63,33.41,76.7449
REC_2021_05_D_068,20210501,68,7,0,20,8.99,10.0,13,66,171485,58990,8622,67.74,0.0,62.469
REC_2021_05_D_071,20210501,71,8,0,19,9.32,10.0,25,197,348270,86914,12807,41.07,43.75,1235.179
REC_2021_05_D_072,20210501,72,8,0,21,11.94,10.0,10,106,189573,54627,7504,50.99,40.64,404.2362
REC_2021_05_D_074,20210501,74,8,0,8,4.26,4.71,0,12,147510,44394,9504,23.79,28.81,78.0012
REC_2021_05_D_076,20210501,76,7,0,19,11.06,10.0,11,82,180479,50923,12281,52.07,0.0,1124.9904
REC_2021_05_D_081,20210501,81,8,0,19,10.79,10.0,3,19,80360,19861,4798,50.29,51.24,964.2658
REC_2021_05_D_082,20210501,82,8,0,20,12.84,10.0,18,118,205520,45773,8078,44.46,20.83,1929.7116
REC_2021_05_D_083,20210501,83,7,0,19,11.6,10.0,37,262,272194,98425,25985,64.45,0.0,1617.3546
REC_2021_05_D_084,20210501,84,2,0,13,6.53,6.01,1,5,139578,51828,8257,38.74,0.0,25.925
REC_2021_05_D_089,20210501,89,7,0,20,10.71,10.0,9,31,130188,40754,8518,57.46,0.0,902.2666
REC_2021_05_D_090,20210501,90,7,0,16,6.54,7.05,0,6,45374,15418,3642,44.9,0.0,423.9763
REC_2021_05_D_091,20210501,91,8,1,21,10.16,10.0,42,261,438156,127258,32039,52.3,28.91,236.026
REC_2021_05_D_092,20210501,92,8,0,19,8.87,9.1,3,24,194566,55692,12464,57.56,52.53,297.8365
REC_2021_06_D_001,20210601,1,2,0,9,4.48,4.14,0,4,43116,14114,3081,25.19,0.0,683.3792
REC_2021_06_D_006,20210601,6,7,0,20,12.05,10.0,14,148,213609,75361,11124,56.03,0.0,701.9177
REC_2021_06_D_011,20210601,11,2,0,16,7.25,6.86,2,11,225651,54318,14467,22.63,0.0,220.7396
REC_2021_06_D_014,20210601,14,7,1,18,10.22,10.0,3,11,182457,46519,8209,48.68,0.0,446.6517
REC_2021_06_D_015,20210601,15,2,0,13,4.96,6.08,1,10,139736,42736,9413,35.07,0.0,630.6131
REC_2021_06_D_026,20210601,26,6,0,3,2.39,1.92,0,14,92693,27933,5369,11.52,0.0,89.5844
REC_2021_06_D_028,20210601,28,7,0,10,5.73,4.7,0,12,59478,16316,3760,23.05,0.0,224.5413
REC_2021_06_D_029,20210601,29,7,1,18,11.95,10.0,7,71,168300,40284,7366,45.46,0.0,846.5746
REC_2021_06_D_030,20210601,30,7,0,18,11.8,10.0,10,81,44845,10857,2085,43.22,0.0,543.9799
REC_2021_06_D_031,20210601,31,7,0,20,10.2,10.0,8,67,92385,29980,5187,62.85,0.0,395.2878
REC_2021_06_D_034,20210601,34,7,0,22,12.79,10.0,8,45,130619,34331,7922,54.22,0.0,559.8741
REC_2021_06_D_040,20210601,40,7,0,12,5.51,5.09,0,11,143356,32364,4424,20.41,0.0,384.2357
REC_2021_06_D_041,20210601,41,7,0,21,10.39,10.0,8,28,162541,53436,8735,63.21,0.0,470.0519
REC_2021_06_D_064,20210601,64,7,0,17,9.2,9.5,11,41,219876,60078,11851,41.44,0.0,1566.901
REC_2021_06_D_068,20210601,68,7,0,21,10.25,10.0,6,67,170281,58576,14922,61.49,0.0,1427.6601
REC_2021_06_D_073,20210601,73,7,0,21,11.5,10.0,13,113,51788,16858,4321,62.43,0.0,260.6243
REC_2021_06_D_075,20210601,75,7,0,6,2.7,3.23,0,9,21239,4554,763,20.34,0.0,226.4574
REC_2021_06_D_081,20210601,81,7,0,17,10.58,9.63,1,19,65458,16178,2613,49.39,0.0,157.7217
REC_2021_06_D_091,20210601,91,2,0,8,4.33,4.37,1,14,242235,70354,9386,17.7,0.0,125.0133
REC_2021_06_D_097,20210601,97,7,0,15,7.03,8.49,5,36,112234,26213,3992,28.14,0.0,2336.9047
REC_2021_06_D_100,20210601,100,2,0,8,4.42,3.55,0,6,48923,12295,2170,8.02,0.0,111.2892
REC_2021_07_D_011,20210701,11,2,0,5,2.15,2.55,0,5,107479,25872,6796,10.69,0.0,135.2693
REC_2021_07_D_020,20210701,20,6,0,18,9.25,10.0,4,46,52840,16014,4184,51.51,0.0,234.3611
REC_2021_07_D_022,20210701,22,2,0,6,4.21,3.66,0,6,41089,10411,1736,20.98,0.0,696.7875
REC_2021_07_D_056,20210701,56,2,0,3,1.36,1.5,0,2,61076,12474,1938,0.0,0.0,72.5986
REC_2021_07_D_074,20210701,74,2,0,4,3.93,3.16,0,6,114434,34440,8629,22.11,0.0,684.4393
REC_2021_08_D_081,20210801,81,2,0,9,3.05,3.57,0,12,37339,9228,1347,12.1,0.0,475.0111
REC_2021_08_D_085,20210801,85,2,0,7,3.22,4.01,0,12,151482,46759,6396,21.68,0.0,138.5769
REC_2021_08_D_086,20210801,86,2,0,6,3.73,4.01,0,1,252491,76333,11095,20.54,0.0,642.7358
REC_2021_09_D_010,20210901,10,6,0,20,11.57,10.0,5,60,82004,28855,6183,63.31,0.0,1363.7284
REC_2021_09_D_028,20210901,28,2,0,6,2.43,2.55,0,1,125546,34439,8182,7.65,0.0,152.1889
REC_2021_09_D_054,20210901,54,2,0,5,2.07,1.77,0,1,167503,49895,11140,5.17,0.0,171.1309
REC_2021_09_D_066,20210901,66,6,0,19,8.9,10.0,2,18,27564,7424,1642,49.54,0.0,222.257
REC_2021_09_D_075,20210901,75,6,0,20,8.58,10.0,0,6,51322,11005,2892,31.06,0.0,1860.0073
REC_2021_09_D_081,20210901,81,2,0,12,6.8,5.48,0,14,50287,12428,3301,16.28,0.0,866.2849
REC_2021_10_D_001,20211001,1,8,1,21,9.97,10.0,3,38,78825,25804,4752,64.6,31.52,198.4951
REC_2021_10_D_002,20211001,2,8,0,21,12.23,10.0,7,56,246550,55769,12250,45.83,30.21,1119.8589
REC_2021_10_D_004,20211001,4,2,0,15,5.37,6.48,5,37,316071,92001,15866,43.16,0.0,978.2524
REC_2021_10_D_011,20211001,11,8,1,20,9.15,10.0,15,141,311111,74890,14241,39.15,26.84,413.7903
REC_2021_10_D_012,20211001,12,8,0,18,8.04,9.64,7,29,118838,38446,8870,62.31,23.02,652.8159
REC_2021_10_D_021,20211001,21,8,1,21,12.68,10.0,15,84,306139,57088,15068,35.04,36.2,305.4864
REC_2021_10_D_022,20211001,22,8,0,21,8.22,9.12,7,74,94670,23989,6196,36.13,48.08,1990.1304
REC_2021_10_D_024,20211001,24,2,0,9,4.84,5.23,0,5,92063,23166,3632,26.56,0.0,119.4073
REC_2021_10_D_031,20211001,31,8,0,18,8.73,10.0,27,281,373226,121119,18199,62.81,46.06,306.436
REC_2021_10_D_032,20211001,32,8,0,15,7.32,8.36,1,14,91369,20272,2806,32.72,24.39,261.9498
REC_2021_10_D_036,20211001,36,6,0,22,12.94,10.0,4,34,67896,13791,2148,35.47,0.0,213.071
REC_2021_10_D_041,20211001,41,8,0,19,9.5,10.0,28,211,367106,120689,31142,62.49,62.5,96.3576
REC_2021_10_D_042,20211001,42,8,1,16,6.84,8.26,6,47,257905,56635,11360,35.24,37.92,153.9931
REC_2021_10_D_051,20211001,51,8,1,18,8.13,10.0,11,83,216519,49643,7521,37.15,19.19,486.8215
REC_2021_10_D_052,20211001,52,8,1,16,9.14,9.18,23,194,186335,61393,10653,61.43,32.31,1030.5557
REC_2021_10_D_055,20211001,55,6,0,16,9.74,8.77,1,5,122292,37044,5545,55.06,0.0,791.6634
REC_2021_10_D_061,20211001,61,8,0,21,11.97,10.0,6,40,198039,47101,7208,46.75,25.69,1398.0475
REC_2021_10_D_062,20211001,62,8,0,20,11.95,10.0,41,365,340412,87948,18607,54.91,23.52,1156.5121
REC_2021_10_D_063,20211001,63,2,0,12,6.25,5.86,2,18,268279,94487,23391,45.0,0.0,258.0652
REC_2021_10_D_071,20211001,71,8,0,20,12.86,10.0,11,38,346532,86480,11986,42.45,55.6,232.0715
REC_2021_10_D_073,20211001,73,2,0,5,1.88,1.87,0,11,128384,41791,9373,16.01,0.0,45.1627
REC_2021_10_D_081,20211001,81,8,1,18,10.52,10.0,1,10,80085,19793,3351,38.16,43.16,197.8611
REC_2021_10_D_082,20211001,82,8,0,21,12.99,10.0,24,193,205047,45668,7566,40.16,18.98,1607.3161
REC_2021_10_D_083,20211001,83,8,1,15,8.49,7.35,7,25,314337,113664,29070,44.93,44.77,869.2747
